Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Philippines/PH-PGC-07888/2021	EPI_ISL_1213578	2021-02-18	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06992/2021	EPI_ISL_1213580	2021-02-20	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06391/2021	EPI_ISL_1213581	2021-02-14	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal Swab	With History of Travel: TURKEY	Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04909/2021	EPI_ISL_1213583	2021-02-03	Asia / Philippines / Western Visayas	Human	Original	Nasopharyngeal Swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-07851/2021	EPI_ISL_1213585	2021-02-24	Asia / Philippines / Calabarzon	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-07823/2021	EPI_ISL_1213586	2021-02-23	Asia / Philippines / Calabarzon	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Long stretches of NNNs (6.55% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage.	alert	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-07013/2021	EPI_ISL_1213588	2021-02-18	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal Swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-04739/2021	EPI_ISL_1219701	2021-02-03	Asia / Philippines / National Capital Region	Human	Original	Nasopharyngeal swab		Illumina NovaSeq 6000	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Gap of 10 nucleotide(s) found at refpos 28145 (FRAMESHIFT confirmed by submitter). Gap of 20 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	warn	B.1.1.28	GR
hCoV-19/Philippines/PH-PGC-06681/2021	EPI_ISL_1219702	2021-02-16	Asia / Philippines / Central Visayas	Human	Original	Nasopharyngeal swab		Illumina NextSeq	Illumina COVIDSeq, minimap2 v2.17, ivar v1.3, samtools v1.10	Long stretches of NNNs (5.35% of overall sequence). Gap of 10 nucleotide(s) found at refpos 28145 (FRAMESHIFT confirmed by submitter). Gap of 26 nucleotides when compared to the reference sequence. NSP11 without BLAST coverage. NS7b without BLAST coverage. NS8 without BLAST coverage.	alert	B.1.1.28	GR
hCoV-19/Philippines/026/2020	EPI_ISL_410302	2020-01-26	Asia / Philippines	Human	unknown			unknown		ORF1ab gene, partial cds	info	None	O
hCoV-19/Philippines/026N/2020	EPI_ISL_410314	2020-02-06	Asia / Philippines	Human	unknown			unknown		N gene, partial cds	info	None	O
hCoV-19/Philippines/025N/2020	EPI_ISL_410344	2020-01-26	Asia / Philippines	Human	unknown			unknown		N gene, partial cds	info	None	O
hCoV-19/Philippines/022N/2020	EPI_ISL_410345	2020-01-23	Asia / Philippines	Human	unknown			unknown		N gene, partial cds	info	None	O
hCoV-19/Philippines/RITM-03/2020	EPI_ISL_430456	2020-03-21	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Stretches of NNNs (4.50% of overall sequence). NSP11 without BLAST coverage.	warn	B.6	L
hCoV-19/Philippines/RITM-01/2020	EPI_ISL_430838	2020-03-10	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Long stretches of NNNs (17.35% of overall sequence). NSP11 without BLAST coverage.	alert	B.6	O
hCoV-19/Philippines/RITM-02/2020	EPI_ISL_430839	2020-03-11	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Long stretches of NNNs (9.27% of overall sequence). NSP11 without BLAST coverage.	alert	B.6	O
hCoV-19/Philippines/RITM-04/2020	EPI_ISL_430840	2020-03-08	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Long stretches of NNNs (8.34% of overall sequence). NSP11 without BLAST coverage.	alert	B.6	O
hCoV-19/Philippines/RITM-05/2020	EPI_ISL_430843	2020-03-22	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Long stretches of NNNs (9.11% of overall sequence). NSP11 without BLAST coverage.	alert	B.6	O
hCoV-19/Philippines/RITM-06/2020	EPI_ISL_430844	2020-03-22	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Long stretches of NNNs (10.98% of overall sequence). NSP11 without BLAST coverage.	alert	B.6	O
hCoV-19/Philippines/RITM-07/2020	EPI_ISL_430845	2020-03-23	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	Artic-ncov2019 (minimap2)	Long stretches of NNNs (8.15% of overall sequence). NSP11 without BLAST coverage.	alert	B.6	O
hCoV-19/Philippines/PGC01/2020	EPI_ISL_431833	2020-03-22	Asia / Philippines / Manila	Human	Original			Illumina NextSeq		Stretches of NNNs (2.34% of overall sequence). Insertion of 1 nucleotide(s) found at refpos 3938 (FRAMESHIFT). %UniqueMutations 0.37%.	warn	B.6	O
hCoV-19/Philippines/PGC02/2020	EPI_ISL_434554	2020-03-26	Asia / Philippines / Manila	Human	Original			Illumina NextSeq		Insertion of 35 nucleotide(s) found at refpos 27058 (FRAMESHIFT). Insertion of 38 nucleotides when compared to the reference sequence. %UniqueMutations 0.20%.	warn	B.6	O
hCoV-19/Philippines/PGC03/2020	EPI_ISL_434555	2020-03-26	Asia / Philippines / Manila	Human	Original			Illumina NextSeq				B.6	O
hCoV-19/Philippines/PGC04/2020	EPI_ISL_434556	2020-03-26	Asia / Philippines / Manila	Human	Original			Illumina NextSeq		Stretches of NNNs (1.07% of overall sequence). Insertion of 1 nucleotide(s) found at refpos 6977 (FRAMESHIFT).	warn	B.6	O
hCoV-19/Philippines/PGC05/2020	EPI_ISL_434557	2020-03-27	Asia / Philippines / Manila	Human	Original			Illumina NextSeq		Stretches of NNNs (2.49% of overall sequence). Insertion of 1 nucleotide(s) found at refpos 959 (FRAMESHIFT). %UniqueMutations 0.10%.	warn	B.6	O
hCoV-19/Philippines/PGC06/2020	EPI_ISL_434558	2020-03-28	Asia / Philippines / Manila	Human	Original			Illumina NextSeq				B.6	O
hCoV-19/Philippines/PH-RITM-0019/2020	EPI_ISL_491298	2020-06-25	Asia / Philippines	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (5.45% of overall sequence).	alert	B.1.1	O
hCoV-19/Philippines/PH-RITM-0009/2020	EPI_ISL_491465	2020-01-26	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (10.58% of overall sequence).	alert	B	L
hCoV-19/Philippines/PH-RITM-0010/2020	EPI_ISL_491466	2020-01-29	Asia / Philippines / NCR	Human	Original	Endotracheal aspirate (ETA)		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (18.67% of overall sequence).	alert	B	O
hCoV-19/Philippines/PH-RITM-0011/2020	EPI_ISL_491467	2020-03-07	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (17.75% of overall sequence).	alert	B.6	O
hCoV-19/Philippines/PH-RITM-0012/2020	EPI_ISL_491468	2020-03-06	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (15.11% of overall sequence).	alert	B.6	O
hCoV-19/Philippines/PH-RITM-0016/2020	EPI_ISL_491471	2020-01-29	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (9.86% of overall sequence).	alert	B	O
hCoV-19/Philippines/PH-RITM-0017/2020	EPI_ISL_491472	2020-03-04	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (15.55% of overall sequence).	alert	B.6	O
hCoV-19/Philippines/PH-RITM-0018/2020	EPI_ISL_491473	2020-03-06	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (12.89% of overall sequence).	alert	B.6	O
hCoV-19/Philippines/PH-RITM-0020/2020	EPI_ISL_491474	2020-06-22	Asia / Philippines / NCR	Human	Original	Nasopharyngeal and oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (7.22% of overall sequence).	alert	B.1	O
hCoV-19/Philippines/PH-RITM-0021/2020	EPI_ISL_491475	2020-06-25	Asia / Philippines / NCR	Human	Original	Oropharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (29.59% of overall sequence).	alert	B	G
hCoV-19/Philippines/UPMNIH_C1/2020	EPI_ISL_634976	2020-07	Asia / Philippines	Human	Original	Nasopharyngeal swab		Illumina	SPAdes v. 3.10.1	NS8_E106stop results in 13.2% truncation of the protein sequence.	info	B.1.1.63	GR
hCoV-19/Philippines/PH-RITM-0029/2020	EPI_ISL_833332	2020-09-10	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (37.41% of overall sequence). NS7a without BLAST coverage. NSP11 without BLAST coverage. NS7b without BLAST coverage. NS6 without BLAST coverage. E without BLAST coverage.	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0028/2020	EPI_ISL_833333	2020-09-26	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (6.14% of overall sequence).	alert	B.1.1.63	GR
hCoV-19/Philippines/PH-RITM-0026/2020	EPI_ISL_833334	2020-10-23	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (6.42% of overall sequence). Gap of 1 nucleotide(s) found at refpos 26305 (FRAMESHIFT). E without BLAST coverage.	alert	B.1.1	GR
hCoV-19/Philippines/PH-RITM-0025/2020	EPI_ISL_833335	2020-10-12	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (20.59% of overall sequence). NS7b without BLAST coverage.	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0022/2020	EPI_ISL_833336	2020-10-26	Asia / Philippines / Region IX	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (7.72% of overall sequence).	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0030/2020	EPI_ISL_833337	2020-09-03	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (23.25% of overall sequence).	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0024/2020	EPI_ISL_833338	2020-10-12	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (5.44% of overall sequence).	alert	B.1.1.263	GR
hCoV-19/Philippines/PH-RITM-0031/2020	EPI_ISL_833339	2020-10-01	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (39.27% of overall sequence). NS7a without BLAST coverage. NSP11 without BLAST coverage. NS7b without BLAST coverage. NS6 without BLAST coverage.	alert	B	G
hCoV-19/Philippines/PH-RITM-0032/2020	EPI_ISL_833340	2020-11-06	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (13.01% of overall sequence).	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0023/2020	EPI_ISL_833341	2020-09-26	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (40.80% of overall sequence). NS7a without BLAST coverage. NSP11 without BLAST coverage. NS7b without BLAST coverage. NS6 without BLAST coverage. E without BLAST coverage.	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0027/2020	EPI_ISL_833342	2020-11-04	Asia / Philippines / Region IV-A	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (45.67% of overall sequence). NS7a without BLAST coverage. NSP11 without BLAST coverage. NS7b without BLAST coverage. NS6 without BLAST coverage. E without BLAST coverage.	alert	B.1	G
hCoV-19/Philippines/PH-RITM-0033/2020	EPI_ISL_833343	2020-12-01	Asia / Philippines / Region IV-B	Human	Original	Nasopharyngeal and Oro-pharyngeal swab		Nanopore MinION	artic-ncov2019 (minimap2)	Long stretches of NNNs (46.31% of overall sequence). NS7a without BLAST coverage. NSP15 without BLAST coverage. NS6 without BLAST coverage. E without BLAST coverage. Generated under less stringent quality filter at guppy demultiplexing step (i.e. without '--require_barcodes_both_ends' argument). Sample is for resequencing.	alert	B.1.1	GR
